"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
"13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340","13108340"
"13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410","13108410"
"13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430","13108430"
"13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510","13108510"
"13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550","13108550"
"13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100","13201100"
"13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230","13201230"
"13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260","13201260"
"13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330","13201330"
"13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360","13201360"
"13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400","13201400"
NA,NA,NA,NA,"13201900","13201900","13201900","13201900","13201900","13201900","13201900","13201900","13201900","13201900","13201900"
"13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014","13202014"
"13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017","13202017"
"13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019","13202019"
"13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031","13202031"
"13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042","13202042"
"13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044","13202044"
"13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049","13202049"
"13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060","13202060"
"13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072","13202072"
"13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074","13202074"
"13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079","13202079"
"13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130","13203130"
"13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150","13203150"
"13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170","13203170"
"13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210","13203210"
"13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220","13203220"
"13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230","13203230"
"13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240","13203240"
"13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250","13203250"
"13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290","13203290"
"13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330","13203330"
"13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350","13203350"
"13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100","13204100"
"13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200","13204200"
NA,NA,"13204400","13204400","13204400","13204400","13204400","13204400","13204400","13204400","13204400","13204400","13204400","13204400","13204400"
"13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600","13204600"
"13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110","13301110"
"13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121","13301121"
"13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122","13301122"
"13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123","13301123"
"13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124","13301124"
"13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125","13301125"
"13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126","13301126"
"13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127","13301127"
"13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128","13301128"
"13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210","13301210"
"13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230","13301230"
"13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250","13301250"
"13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290","13301290"
"13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310","13301310"
"13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320","13301320"
"13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330","13301330"
"13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340","13301340"
"13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350","13301350"
"13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360","13301360"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13301370","13301370","13301370","13301370","13301370"
"13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390","13301390"
"13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910","13301910"
"13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920","13301920"
"13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930","13301930"
"13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940","13301940"
"13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950","13301950"
"13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960","13301960"
