"","prodfra_n_moins1","prodfra_n","c_evol_prodfra","libel"
"504","1520135210","1520135210",0,"Prodfra perenne"
"505","1520135220","1520135220",0,"Prodfra perenne"
"506","1520135230","1520135230",0,"Prodfra perenne"
"507","1520135310","1520135310",0,"Prodfra perenne"
"508","1520135320","1520135320",0,"Prodfra perenne"
"509","1520135330","1520135330",0,"Prodfra perenne"
"510","1520136100","1520136100",0,"Prodfra perenne"
"511","1520136200","1520136200",0,"Prodfra perenne"
"512","1520136300","1520136300",0,"Prodfra perenne"
"513","1520137000","1520137000",0,"Prodfra perenne"
"514","1520138000","1520138000",0,"Prodfra perenne"
"515","1520144400","1520144400",0,"Prodfra perenne"
"516","1520144510","1520144510",0,"Prodfra perenne"
"517","1520144520","1520144520",0,"Prodfra perenne"
"518","1520144610","1520144610",0,"Prodfra perenne"
"519","1520144620","1520144620",0,"Prodfra perenne"
"520","1520210000","1520210000",0,"Prodfra perenne"
"521","1520290010","1520290010",0,"Prodfra perenne"
"522","1520290020","1520290020",0,"Prodfra perenne"
"523","1520312000","1520312000",0,"Prodfra perenne"
"524","1520315000","1520315000",0,"Prodfra perenne"
"525","1520320000","1520320000",0,"Prodfra perenne"
"526","1520402000","1520402000",0,"Prodfra perenne"
"527","1520405000","1520405000",0,"Prodfra perenne"
"528","1520408000","1520408000",0,"Prodfra perenne"
"529","161010100A","161010100A",0,"Prodfra perenne"
"530","161010320A","161010330A",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"531","161010340A","161010330A",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"532","161010350A","161010350A",0,"Prodfra perenne"
"533","161010370A","161010370A",0,"Prodfra perenne"
"534","161010390A","161010390A",0,"Prodfra perenne"
"535","161010500A","161010500A",0,"Prodfra perenne"
"536","161010710A","161010710A",0,"Prodfra perenne"
"537","161010770A","161010770A",0,"Prodfra perenne"
"538","161021100A","161021100A",0,"Prodfra perenne"
"539","161021500A","161021500A",0,"Prodfra perenne"
"540","161022000A","161022000A",0,"Prodfra perenne"
"541","161023030A","161023030A",0,"Prodfra perenne"
"542","161023050A","161023050A",0,"Prodfra perenne"
"543","161031160A","161031160A",0,"Prodfra perenne"
"544","161032000A","161032000A",0,"Prodfra perenne"
"545","161039000A","161039000A",0,"Prodfra perenne"
"546","161091000B","161091000B",0,"Prodfra perenne"
"547","1621110000","1621110000",0,"Prodfra perenne"
"548","1621121110","1621121100",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"549","1621121120","1621121100",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"550","1621121410","1621121400",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"551","1621121420","1621121400",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"552","1621121710","1621121700",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"553","1621121720","1621121700",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"554","1621122110","1621122110",0,"Prodfra perenne"
"555","1621122120","1621122120",0,"Prodfra perenne"
"556","1621122410","1621122410",0,"Prodfra perenne"
"557","1621122420","1621122420",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"558","1621122430","1621122420",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"559","1621122440","1621122420",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"560","1621131310","1621131310",0,"Prodfra perenne"
"561","1621131320","1621131320",0,"Prodfra perenne"
"562","1621131600","1621131600",0,"Prodfra perenne"
"563","1621131900","1621131900",0,"Prodfra perenne"
"564","1621135000","1621135000",0,"Prodfra perenne"
"565","1621142310","1621142310",0,"Prodfra perenne"
"566","1621142320","1621142320",0,"Prodfra perenne"
"567","1621142610","1621142610",0,"Prodfra perenne"
"568","1621142620","1621142620",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"569","1621142630","1621142620",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"570","1621142910","1621142910",0,"Prodfra perenne"
"571","1621142920","1621142920",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"572","1621142930","1621142920",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"573","1621144310","1621144310",0,"Prodfra perenne"
"574","1621144320","1621144320",0,"Prodfra perenne"
"575","1621144610","1621144610",0,"Prodfra perenne"
"576","1621144620","1621144620",0,"Prodfra perenne"
"577","1621144910","1621144910",0,"Prodfra perenne"
"578","1621144920","1621144920",0,"Prodfra perenne"
"579","1621211300","1621211300",0,"Prodfra perenne"
"580","1621211800","1621211800",0,"Prodfra perenne"
"581","1621220000","1621220000",0,"Prodfra perenne"
"582","1622103010","1622103000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"583","1622103020","1622103000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"584","1622103030","1622103000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"585","1622106000","1622106000",0,"Prodfra perenne"
"586","1623111010","1623111010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"587","1623111020","1623111010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"588","1623111030","1623111020",1,"Un Prodfra N-1 = Un autre Prodfra N"
"589","1623111040","1623111030",1,"Un Prodfra N-1 = Un autre Prodfra N"
"590","1623115011","1623115011",0,"Prodfra perenne"
"591","1623115015","1623115012",1,"Un Prodfra N-1 = Un autre Prodfra N"
"592","1623115020","1623115020",0,"Prodfra perenne"
"593","1623115030","1623115030",0,"Prodfra perenne"
"594","1623115040","1623115040",0,"Prodfra perenne"
"595","1623115050","1623115050",0,"Prodfra perenne"
"596","1623115060","1623115060",0,"Prodfra perenne"
"597","1623115070","1623115070",0,"Prodfra perenne"
"598","1623120000","1623120000",0,"Prodfra perenne"
"599","1623190010","1623190011",1,"Un Prodfra N-1 = Un autre Prodfra N"
"600","1623190011","1623190012",1,"Un Prodfra N-1 = Un autre Prodfra N"
"601","1623190013","1623190013",0,"Prodfra perenne"
"602","1623190020","1623190020",0,"Prodfra perenne"
"603","1623190030","1623190030",0,"Prodfra perenne"
"604","1623190040","1623190040",0,"Prodfra perenne"
"605","1623190041","1623190050",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"606","1623190042","1623190050",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"607","1623190049","1623190050",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"608","1623200000","1623200000",0,"Prodfra perenne"
"609","16240000H0","16240000H0",0,"Prodfra perenne"
"610","1624113310","1624113310",0,"Prodfra perenne"
"611","1624113320","1624113320",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"612","1624113330","1624113320",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"613","1624113340","1624113320",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"614","1624113350","1624113320",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"615","1624113360","1624113330",1,"Un Prodfra N-1 = Un autre Prodfra N"
"616","1624113510","1624113510",0,"Prodfra perenne"
"617","1624113520","1624113520",0,"Prodfra perenne"
"618","1624113530","1624113530",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"619","1624113540","1624113530",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"620","1624120010","1624120010",0,"Prodfra perenne"
"621","1624120020","1624120020",0,"Prodfra perenne"
"622","1624132010","1624132010",0,"Prodfra perenne"
"623","1624132020","1624132020",0,"Prodfra perenne"
"624","1624132030","1624132030",0,"Prodfra perenne"
"625","1624132040","1624132040",0,"Prodfra perenne"
"626","1624132050","1624132050",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"627","1624132060","1624132050",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"628","1624135000","1624135000",0,"Prodfra perenne"
"629","1629113000","1629113000",0,"Prodfra perenne"
"630","1629118000","1629118000",0,"Prodfra perenne"
"631","1629120000","1629120000",0,"Prodfra perenne"
"632","1629130000","1629130000",0,"Prodfra perenne"
"633","1629141000","1629141000",0,"Prodfra perenne"
"634","1629142000","1629142000",0,"Prodfra perenne"
"635","1629149010","1629149010",0,"Prodfra perenne"
"636","1629149020","1629149020",0,"Prodfra perenne"
"637","1629149030","1629149030",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"638","1629149040","1629149030",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"639","1629149090","1629149030",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"640","1629213000","1629213000",0,"Prodfra perenne"
"641","1629215000","1629215000",0,"Prodfra perenne"
"642","1629225000","1629225000",0,"Prodfra perenne"
"643","1629229000","1629229000",0,"Prodfra perenne"
"644","1629232000","1629232000",0,"Prodfra perenne"
"645","1629235000","1629235000",0,"Prodfra perenne"
"646","1629238000","1629238000",0,"Prodfra perenne"
"647","1629240000","1629240000",0,"Prodfra perenne"
"648","1629250000","1629250000",0,"Prodfra perenne"
"649","1711110000","1711110000",0,"Prodfra perenne"
"650","1711120010","1711120010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"651","1711120011","1711120010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"652","1711120020","1711120010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"653","1711120021","1711120010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"654","1711120030","1711120020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"655","1711120031","1711120020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"656","1711120040","1711120020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"657","1711120041","1711120020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"658","1711130010","1711130010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"659","1711130011","1711130010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"660","1711130020","1711130010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"661","1711130021","1711130010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"662","1711130030","1711130020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"663","1711130031","1711130020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"664","1711130040","1711130020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"665","1711130041","1711130020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"666","1711140010","1711140010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"667","1711140011","1711140010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"668","1711140020","1711140010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"669","1711140030","1711140020",1,"Un Prodfra N-1 = Un autre Prodfra N"
"670","1711140040","1711140030",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"671","1711140041","1711140030",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"672","1712110000","1712110000",0,"Prodfra perenne"
"673","1712120000","1712120000",0,"Prodfra perenne"
"674","1712130000","1712130000",0,"Prodfra perenne"
"675","1712141000","1712141000",0,"Prodfra perenne"
"676","1712143500","1712143500",0,"Prodfra perenne"
"677","1712143900","1712143900",0,"Prodfra perenne"
"678","1712145000","1712145000",0,"Prodfra perenne"
"679","1712147000","1712147000",0,"Prodfra perenne"
"680","1712203000","1712203000",0,"Prodfra perenne"
"681","1712205500","1712205500",0,"Prodfra perenne"
"682","1712205700","1712205700",0,"Prodfra perenne"
"683","1712209000","1712209000",0,"Prodfra perenne"
"684","1712310000","1712310000",0,"Prodfra perenne"
"685","1712320000","1712320000",0,"Prodfra perenne"
"686","1712330000","1712330000",0,"Prodfra perenne"
"687","1712340000","1712340000",0,"Prodfra perenne"
"688","1712352000","1712352000",0,"Prodfra perenne"
"689","1712354000","1712354000",0,"Prodfra perenne"
"690","1712412000","1712412000",0,"Prodfra perenne"
"691","1712414000","1712414000",0,"Prodfra perenne"
"692","1712416000","1712416000",0,"Prodfra perenne"
"693","1712418000","1712418000",0,"Prodfra perenne"
"694","1712422000","1712422000",0,"Prodfra perenne"
"695","1712424000","1712424000",0,"Prodfra perenne"
"696","1712426000","1712426000",0,"Prodfra perenne"
"697","1712428000","1712428000",0,"Prodfra perenne"
"698","1712433000","1712433000",0,"Prodfra perenne"
"699","1712436000","1712436000",0,"Prodfra perenne"
"700","1712440000","1712440000",0,"Prodfra perenne"
"701","1712510010","1712510010",0,"Prodfra perenne"
"702","1712510020","1712510020",0,"Prodfra perenne"
"703","1712590010","1712590010",0,"Prodfra perenne"
"704","1712590020","1712590020",0,"Prodfra perenne"
"705","1712600010","1712600010",0,"Prodfra perenne"
"706","1712600020","1712600020",0,"Prodfra perenne"
"707","1712600030","1712600030",0,"Prodfra perenne"
"708","1712600040","1712600040",0,"Prodfra perenne"
"709","1712710000","1712710000",0,"Prodfra perenne"
"710","1712720010","1712720000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"711","1712720020","1712720000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"712","1712733500","1712733500",0,"Prodfra perenne"
"713","1712733700","1712733700",0,"Prodfra perenne"
"714","1712736000","1712736000",0,"Prodfra perenne"
"715","1712737500","1712737500",0,"Prodfra perenne"
"716","1712737900","1712737900",0,"Prodfra perenne"
"717","1712740000","1712740000",0,"Prodfra perenne"
"718","1712750000","1712750000",0,"Prodfra perenne"
"719","1712760010","1712760000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"720","1712760020","1712760000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"721","1712760030","1712760000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"722","1712771000","1712771000",0,"Prodfra perenne"
"723","1712773300","1712773300",0,"Prodfra perenne"
"724","1712773500","1712773500",0,"Prodfra perenne"
"725","1712775500","1712775500",0,"Prodfra perenne"
"726","1712775900","1712775900",0,"Prodfra perenne"
"727","1712777000","1712777000",0,"Prodfra perenne"
"728","1712778000","1712778000",0,"Prodfra perenne"
"729","1712782000","1712782000",0,"Prodfra perenne"
"730","1712785000","1712785000",0,"Prodfra perenne"
"731","1712795300","1712795300",0,"Prodfra perenne"
"732","1712795500","1712795500",0,"Prodfra perenne"
"733","1712797000","1712797000",0,"Prodfra perenne"
"734","172111001A","172111001A",0,"Prodfra perenne"
"735","172111002A","172111002A",0,"Prodfra perenne"
"736","172112300C","172112300C",0,"Prodfra perenne"
"737","172112500C","172112500C",0,"Prodfra perenne"
"738","172113001A","172113001A",0,"Prodfra perenne"
"739","172113002A","172113002A",0,"Prodfra perenne"
"740","172114001B","172114001B",0,"Prodfra perenne"
"741","172114002B","172114002B",0,"Prodfra perenne"
"742","172114003B","172114003B",0,"Prodfra perenne"
"743","172114004B","172114004B",0,"Prodfra perenne"
"744","172114005B","172114005B",0,"Prodfra perenne"
"745","172114006B","172114006B",0,"Prodfra perenne"
"746","172115301B","172115300B",1,"Un Prodfra N-1 = Un autre Prodfra N"
"747","172115500B","172115500B",0,"Prodfra perenne"
"748","1722112010","1722112010",0,"Prodfra perenne"
"749","1722112020","1722112020",0,"Prodfra perenne"
"750","1722114010","1722114010",0,"Prodfra perenne"
"751","1722114020","1722114020",0,"Prodfra perenne"
"752","1722116010","1722116010",0,"Prodfra perenne"
"753","1722116020","1722116020",0,"Prodfra perenne"
"754","1722116030","1722116030",0,"Prodfra perenne"
"755","1722116040","1722116040",0,"Prodfra perenne"
"756","1722116050","1722116050",0,"Prodfra perenne"
"757","1722116060","1722116060",0,"Prodfra perenne"
"758","1722118010","1722118010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"759","1722118020","1722118010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"760","1722118030","1722118020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"761","1722118040","1722118020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"762","1722118050","1722118020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"763","1722118060","1722118030",1,"Un Prodfra N-1 = Un autre Prodfra N"
"764","1722121000","1722121000",0,"Prodfra perenne"
"765","1722122000","1722122000",0,"Prodfra perenne"
"766","1722123010","1722123010",0,"Prodfra perenne"
"767","1722123020","1722123020",0,"Prodfra perenne"
"768","1722123030","1722123030",0,"Prodfra perenne"
"769","1722123040","1722123040",0,"Prodfra perenne"
"770","1722123050","1722123050",0,"Prodfra perenne"
"771","1722123060","1722123060",0,"Prodfra perenne"
